0;0;0;0;land;false;unknown;0
1;33;120;1;land;false;hills;4
2;5;118;1;land;false;forest;4
3;18;63;1;land;false;forest;4
4;4;82;1;land;false;forest;4
5;8;138;1;land;false;forest;4
6;30;99;1;land;false;forest;4
7;11;70;1;land;false;forest;4
8;30;87;1;land;false;forest;4
9;1;90;1;land;false;forest;4
10;15;118;1;land;false;forest;4
11;8;107;1;land;false;hills;4
12;18;114;1;land;false;hills;4
13;16;137;1;land;false;forest;4
14;10;92;1;land;false;hills;4
15;27;157;1;land;false;forest;4
16;0;123;1;land;false;forest;4
17;10;151;1;land;false;hills;4
18;10;138;1;land;false;forest;4
19;30;122;1;land;false;forest;4
20;17;161;1;land;false;hills;4
21;6;127;1;land;false;forest;4
22;4;125;1;land;false;forest;4
23;21;130;1;land;false;forest;4
24;0;111;1;land;false;hills;4
25;38;90;1;land;false;hills;4
26;0;130;1;land;false;forest;4
27;6;161;1;land;false;forest;4
28;18;124;1;land;false;hills;4
29;26;131;1;land;false;hills;4
30;13;116;1;land;false;hills;4
31;39;147;1;land;false;forest;4
32;24;121;1;land;false;forest;2
33;16;154;1;land;false;forest;2
34;23;162;1;land;false;mountain;2
35;29;115;1;land;false;forest;2
36;6;118;1;land;false;forest;2
37;35;117;1;land;false;mountain;2
38;1;137;1;land;false;mountain;2
39;25;215;1;land;false;jungle;4
40;32;226;1;land;false;hills;4
41;4;214;1;land;false;hills;4
42;22;165;1;land;false;hills;4
43;13;209;1;land;false;forest;4
44;19;218;1;land;false;forest;4
45;21;224;1;land;false;jungle;4
46;21;211;1;land;false;forest;4
47;13;184;1;land;false;jungle;4
48;25;233;1;land;false;forest;4
49;35;160;1;land;false;forest;4
50;5;243;1;land;true;forest;1
51;16;10;1;land;false;plains;3
52;16;13;1;land;false;plains;3
53;16;45;1;land;true;plains;3
54;25;37;1;land;false;hills;3
55;36;8;1;land;false;forest;3
56;22;55;1;land;true;hills;3
57;23;0;1;land;true;hills;3
58;21;55;1;land;true;plains;3
59;18;60;1;land;false;hills;3
60;2;30;1;land;true;plains;3
61;16;23;1;land;false;hills;3
62;37;48;1;land;false;hills;3
63;8;10;1;land;false;plains;3
64;34;22;1;land;true;plains;3
65;38;35;1;land;false;plains;3
66;18;26;1;land;false;hills;3
67;15;62;1;land;false;plains;3
68;37;106;1;land;true;forest;1
69;11;32;1;land;false;forest;4
70;8;17;1;land;false;forest;4
71;26;29;1;land;false;forest;4
72;10;27;1;land;true;plains;4
73;27;12;1;land;false;forest;4
74;23;36;1;land;false;plains;4
75;23;21;1;land;false;plains;4
76;0;26;1;land;false;forest;4
77;37;21;1;land;false;forest;4
78;19;37;1;land;false;forest;4
79;38;32;1;land;false;forest;4
80;38;2;1;land;false;hills;4
81;23;38;1;land;true;plains;4
82;31;41;1;land;false;forest;4
83;11;3;1;land;false;forest;4
84;18;18;1;land;false;forest;4
85;24;21;1;land;true;forest;4
86;35;21;1;land;true;plains;4
87;33;22;1;land;false;plains;4
88;20;3;1;land;false;forest;4
89;7;18;1;land;true;plains;4
90;29;23;1;land;false;forest;4
91;28;48;1;land;true;plains;1
92;38;5;1;land;false;plains;4
93;24;43;1;land;false;plains;4
94;20;37;1;land;false;hills;4
95;22;8;1;land;false;plains;4
96;22;33;1;land;false;plains;4
97;13;55;1;land;false;hills;4
98;28;39;1;land;false;plains;4
99;30;53;1;land;false;hills;4
100;8;64;1;land;false;plains;4
101;4;17;1;land;false;hills;4
102;36;60;1;land;false;hills;4
103;27;78;1;land;false;hills;4
104;38;147;1;land;false;hills;3
105;23;175;1;land;false;forest;3
106;17;167;1;land;false;forest;3
