1;supply_node;2661;11.400000;798;-1.570000;0
1;supply_node;2598;11.000000;777;-1.570000;0
1;supply_node;2613;11.000000;793;-1.570000;0
1;supply_node;2619;11.000000;802;-1.570000;0
1;supply_node;2620;11.100000;788;-1.570000;0
1;supply_node;2588;11.300000;782;-1.570000;0
1;supply_node;2600;11.300000;792;-1.570000;0
1;supply_node;2628;11.100000;798;-1.570000;0
1;supply_node;2623;11.300000;782;-1.570000;0
1;supply_node;2605;11.100000;794;-1.570000;0
1;supply_node;2606;11.100000;792;-1.570000;0
1;supply_node;2601;10.800000;775;-1.570000;0
1;supply_node;2621;11.000000;801;-1.570000;0
1;arms_factory;2590;11.100000;782;-1.570000;0
1;arms_factory;2611;11.000000;791;-1.570000;0
1;arms_factory;2605;10.800000;778;-1.570000;0
1;arms_factory;2608;11.000000;792;-1.570000;0
1;arms_factory;2641;11.300000;788;-1.570000;0
1;arms_factory;2611;11.000000;789;-1.570000;0
1;industrial_complex;2589;11.100000;775;-1.570000;0
1;industrial_complex;2610;11.000000;781;-1.570000;0
1;industrial_complex;2612;10.800000;792;-1.570000;0
1;industrial_complex;2654;11.100000;789;-1.570000;0
1;industrial_complex;2642;11.300000;804;-1.570000;0
1;industrial_complex;2623;11.100000;805;-1.570000;0
1;air_base;2652;11.100000;795;-1.570000;0
1;bunker;2592;11.100000;775;-1.570000;0
1;bunker;2656;11.100000;788;-1.570000;0
1;bunker;2623;11.100000;805;-1.570000;0
1;bunker;2586;11.100000;775;-1.570000;0
1;bunker;2645;11.300000;792;-1.570000;0
1;bunker;2643;11.300000;806;-1.570000;0
1;bunker;2642;11.400000;808;-1.570000;0
1;bunker;2637;11.400000;794;-1.570000;0
1;bunker;2630;11.300000;796;-1.570000;0
1;bunker;2604;11.100000;786;-1.570000;0
1;bunker;2610;11.000000;781;-1.570000;0
1;bunker;2650;11.300000;791;-1.570000;0
1;bunker;2633;11.400000;779;-1.570000;0
1;anti_air_building;2637;11.400000;809;-1.570000;0
1;anti_air_building;2651;11.100000;794;-1.570000;0
1;anti_air_building;2600;11.300000;783;-1.570000;0
1;synthetic_refinery;2590;11.300000;778;-1.570000;0
1;nuclear_reactor_spawn;2607;11.100000;790;-1.570000;0
1;rocket_site_spawn;2626;11.100000;799;-1.570000;0
1;radar_station;2611;10.800000;792;-1.570000;0
1;fuel_silo;2622;11.300000;783;-1.570000;0
1;stronghold_network;2653;11.300000;787;-1.570000;0
1;special_project_facility_spawn;2630;11.300000;782;-1.570000;0
1;special_project_facility_spawn;2635;11.400000;807;-1.570000;0
1;special_project_facility_spawn;2607;10.800000;774;-1.570000;0
1;special_project_facility_spawn;2652;11.100000;789;-1.570000;0
1;special_project_facility_spawn;2622;11.300000;806;-1.570000;0
1;special_project_facility_spawn;2587;11.300000;778;-1.570000;0
1;special_project_facility_spawn;2626;11.100000;799;-1.570000;0
1;special_project_facility_spawn;2590;11.000000;771;-1.570000;0
1;special_project_facility_spawn;2617;10.800000;797;-1.570000;0
1;special_project_facility_spawn;2615;11.000000;786;-1.570000;0
1;special_project_facility_spawn;2655;11.100000;788;-1.570000;0
1;special_project_facility_spawn;2606;11.100000;793;-1.570000;0
1;special_project_facility_spawn;2615;11.000000;790;-1.570000;0
2;supply_node;2686;11.600000;361;-1.570000;0
2;supply_node;2690;12.000000;349;-1.570000;0
2;supply_node;2729;11.400000;354;-1.570000;0
2;supply_node;2721;11.300000;338;-1.570000;0
2;supply_node;2715;11.600000;359;-1.570000;0
2;supply_node;2746;11.600000;356;-1.570000;0
2;supply_node;2729;11.300000;335;-1.570000;0
2;supply_node;2709;11.600000;342;-1.570000;0
2;supply_node;2729;11.400000;345;-1.570000;0
2;supply_node;2722;11.300000;333;-1.570000;0
2;supply_node;2683;11.600000;369;-1.570000;0
2;supply_node;2718;11.900000;367;-1.570000;0
2;supply_node;2697;11.400000;371;-1.570000;0
2;supply_node;2712;11.700000;369;-1.570000;0
2;supply_node;2688;11.400000;369;-1.570000;0
2;supply_node;2685;11.600000;389;-1.570000;0
2;supply_node;2725;12.200000;380;-1.570000;0
2;supply_node;2699;11.400000;367;-1.570000;0
2;arms_factory;2719;11.600000;390;-1.570000;0
2;arms_factory;2698;11.400000;366;-1.570000;0
2;arms_factory;2709;11.600000;346;-1.570000;0
2;arms_factory;2701;11.400000;373;-1.570000;0
2;arms_factory;2695;11.600000;379;-1.570000;0
2;arms_factory;2746;11.600000;356;-1.570000;0
2;industrial_complex;2693;11.900000;336;-1.570000;0
2;industrial_complex;2731;11.100000;336;-1.570000;0
2;industrial_complex;2745;11.400000;357;-1.570000;0
2;industrial_complex;2741;11.300000;340;-1.570000;0
2;industrial_complex;2688;12.000000;343;-1.570000;0
2;industrial_complex;2701;11.400000;372;-1.570000;0
2;air_base;2703;11.400000;367;-1.570000;0
2;bunker;2734;11.600000;361;-1.570000;0
2;bunker;2727;11.900000;386;-1.570000;0
2;bunker;2691;11.700000;384;-1.570000;0
2;bunker;2717;11.900000;364;-1.570000;0
2;bunker;2693;11.900000;336;-1.570000;0
2;bunker;2679;11.700000;384;-1.570000;0
2;bunker;2714;11.400000;341;-1.570000;0
2;bunker;2680;11.700000;383;-1.570000;0
2;bunker;2727;11.400000;345;-1.570000;0
2;bunker;2705;11.700000;342;-1.570000;0
2;bunker;2703;11.400000;377;-1.570000;0
2;bunker;2697;11.600000;363;-1.570000;0
2;bunker;2739;11.300000;356;-1.570000;0
2;bunker;2720;11.600000;350;-1.570000;0
2;bunker;2715;11.600000;360;-1.570000;0
2;bunker;2698;11.900000;355;-1.570000;0
2;bunker;2702;11.700000;348;-1.570000;0
2;bunker;2734;11.400000;349;-1.570000;0
2;anti_air_building;2703;11.400000;370;-1.570000;0
2;anti_air_building;2729;11.400000;342;-1.570000;0
2;anti_air_building;2736;11.400000;348;-1.570000;0
2;synthetic_refinery;2737;10.800000;333;-1.570000;0
2;nuclear_reactor_spawn;2685;12.000000;350;-1.570000;0
2;rocket_site_spawn;2744;11.300000;336;-1.570000;0
2;radar_station;2716;11.400000;356;-1.570000;0
2;fuel_silo;2734;11.400000;353;-1.570000;0
2;stronghold_network;2678;11.700000;369;-1.570000;0
2;special_project_facility_spawn;2695;12.000000;353;-1.570000;0
2;special_project_facility_spawn;2699;11.600000;362;-1.570000;0
2;special_project_facility_spawn;2710;11.600000;339;-1.570000;0
2;special_project_facility_spawn;2724;11.900000;365;-1.570000;0
2;special_project_facility_spawn;2739;11.300000;356;-1.570000;0
2;special_project_facility_spawn;2749;11.400000;331;-1.570000;0
2;special_project_facility_spawn;2687;11.400000;369;-1.570000;0
2;special_project_facility_spawn;2733;11.400000;356;-1.570000;0
2;special_project_facility_spawn;2719;12.000000;377;-1.570000;0
2;special_project_facility_spawn;2687;11.400000;369;-1.570000;0
2;special_project_facility_spawn;2688;11.600000;366;-1.570000;0
2;special_project_facility_spawn;2724;11.700000;359;-1.570000;0
2;special_project_facility_spawn;2735;10.800000;334;-1.570000;0
2;special_project_facility_spawn;2678;11.700000;367;-1.570000;0
2;special_project_facility_spawn;2703;11.700000;361;-1.570000;0
2;special_project_facility_spawn;2695;12.000000;347;-1.570000;0
2;special_project_facility_spawn;2705;11.600000;378;-1.570000;0
2;special_project_facility_spawn;2702;11.700000;356;-1.570000;0
3;supply_node;4210;10.200000;1602;-1.570000;0
3;supply_node;4244;16.400000;1647;-1.570000;0
3;supply_node;4229;11.500000;1628;-1.570000;0
3;supply_node;4253;16.400000;1643;-1.570000;0
3;supply_node;4235;10.500000;1613;-1.570000;0
3;supply_node;4249;11.200000;1608;-1.570000;0
3;supply_node;4216;12.500000;1634;-1.570000;0
3;arms_factory;4234;14.100000;1648;-1.570000;0
3;arms_factory;4216;10.300000;1609;-1.570000;0
3;arms_factory;4197;12.400000;1649;-1.570000;0
3;arms_factory;4201;10.500000;1609;-1.570000;0
