1;2552;9.900000;765;small
2;2670;9.900000;429;small
3;4284;9.900000;1617;small
4;2180;9.900000;936;small
5;1613;9.900000;833;small
6;2249;9.900000;1779;small
7;5308;9.900000;1534;small
8;2860;9.900000;663;small
9;1134;9.900000;1995;small
10;2419;9.900000;412;small
11;2375;9.900000;1518;small
12;4884;9.900000;1571;small
13;2179;9.900000;405;small
14;2445;9.900000;710;small
15;3244;9.900000;64;small
16;1623;9.900000;1096;small
17;3017;9.900000;654;small
18;1237;9.900000;1854;small
19;2410;9.900000;1003;small
20;3583;9.900000;1576;small
21;1936;9.900000;1731;small
22;2268;9.900000;421;small
23;1694;9.900000;1490;small
24;4823;9.900000;1893;small
25;2898;9.900000;760;small
26;2533;9.900000;574;small
27;5301;9.900000;951;small
28;2798;9.900000;901;small
29;4658;9.900000;1038;small
30;2632;9.900000;1201;small
31;2610;9.900000;697;small
32;3356;9.900000;150;small
33;2573;9.900000;410;small
34;2855;9.900000;1401;small
35;2105;9.900000;1446;small
36;2749;9.900000;432;small
37;2148;9.900000;532;small
38;3759;9.900000;1764;small
39;3714;9.900000;1659;small
40;3944;9.900000;888;small
41;4403;9.900000;1528;small
42;4789;9.900000;1338;small
43;2702;9.900000;527;small
44;3177;9.900000;1328;small
45;4785;9.900000;1685;small
46;697;9.900000;1380;small
47;1486;9.900000;1623;small
48;3099;9.900000;1666;small
49;3999;9.900000;322;small
50;2338;9.900000;1102;small
51;3250;9.900000;308;small
52;4480;9.900000;1567;small
53;5354;9.900000;818;small
54;5218;9.900000;1490;small
55;1629;9.900000;1572;small
56;3016;9.900000;921;small
57;4936;9.900000;1492;small
58;2075;9.900000;1042;small
59;2742;9.900000;670;small
60;2924;9.900000;197;small
61;3880;9.900000;1599;small
62;3238;9.900000;602;small
63;222;9.900000;486;small
64;1606;9.900000;1128;small
65;2608;9.900000;1168;small
66;3746;9.900000;338;small
67;3742;9.900000;198;small
68;1624;9.900000;1802;small
69;2502;9.900000;1760;small
70;2015;9.900000;1793;small
71;2511;9.900000;480;small
72;1880;9.900000;1436;small
73;2151;9.900000;1122;small
74;3800;9.900000;1568;small
75;1646;9.900000;995;small
76;3006;9.900000;471;small
77;5008;9.900000;1452;small
78;1610;9.900000;1061;small
79;4116;9.900000;1486;small
80;3197;9.900000;1458;small
81;2653;9.900000;1930;small
82;2335;9.900000;1817;small
83;2852;9.900000;794;small
84;2028;9.900000;1468;small
85;1904;9.900000;1305;small
86;5340;9.900000;870;small
87;3209;9.900000;1308;small
88;722;9.900000;1372;small
89;2350;9.900000;1502;small
90;1656;9.900000;1681;small
91;4961;9.900000;1778;small
92;4473;9.900000;1661;small
93;4397;9.900000;1212;small
94;2115;9.900000;1501;small
95;5388;9.900000;1545;small
96;5068;9.900000;1774;small
97;3052;9.900000;1614;small
98;3093;9.900000;1089;small
99;2746;9.900000;286;small
100;3185;9.900000;286;small
101;2580;9.900000;965;small
102;3822;9.900000;1833;small
103;2278;9.900000;248;small
104;140;9.900000;667;small
105;2392;9.900000;1754;small
106;3500;9.900000;395;small
107;3241;9.900000;1483;small
108;2853;9.900000;1120;small
109;2501;9.900000;1986;small
110;4177;9.900000;1845;small
111;3198;9.900000;1641;small
112;4602;9.900000;1373;small
113;2613;9.900000;1145;small
114;1649;9.900000;956;small
115;1625;9.900000;1056;small
116;3353;9.900000;1418;small
117;2860;9.900000;1158;small
118;2084;9.900000;1250;small
119;2850;9.900000;1230;small
120;2521;9.900000;1564;small
121;5299;9.900000;920;small
122;3172;9.900000;1347;small
123;4760;9.900000;931;small
124;3255;9.900000;1390;small
125;2714;9.900000;1649;small
126;2204;9.900000;836;small
127;2808;9.900000;196;small
128;1582;9.900000;1295;small
129;1929;9.900000;1397;small
130;5159;9.900000;1566;small
131;2250;9.900000;862;small
132;3945;9.900000;258;small
133;1521;9.900000;1551;small
134;1516;9.900000;1595;small
135;2440;9.900000;1736;small
136;2954;9.900000;1118;small
137;2733;9.900000;747;small
138;214;9.900000;523;small
139;2936;9.900000;1490;small
140;1125;9.900000;1868;small
141;3160;9.900000;1794;small
142;5304;9.900000;262;small
143;1610;9.900000;1109;small
144;4064;9.900000;1967;small
145;2310;9.900000;528;small
146;1613;9.900000;1688;small
147;2837;9.900000;1111;small
148;3113;9.900000;307;small
149;1499;9.900000;1879;small
150;3042;9.900000;1176;small
151;4845;9.900000;931;small
152;3303;9.900000;1839;small
153;3787;9.900000;1039;small
154;3173;9.900000;160;small
155;2678;9.900000;647;small
156;2614;9.900000;1399;small
157;3586;9.900000;483;small
158;4861;9.900000;1191;small
159;4722;9.900000;1643;small
160;3164;9.900000;482;small
161;4361;9.900000;1249;small
162;4129;9.900000;1597;small
163;1556;9.900000;1549;small
164;1617;9.900000;1586;small
165;2689;9.900000;1202;small
166;4057;9.900000;863;small
167;3270;9.900000;1514;small
168;1038;9.900000;1959;small
169;1546;9.900000;1840;small
170;1919;9.900000;1093;small
171;2560;9.900000;225;small
172;4178;9.900000;331;small
173;3095;9.900000;97;small
174;1593;9.900000;1156;small
175;2478;9.900000;935;small
176;1601;9.900000;1840;small
177;4808;9.900000;1408;small
178;4780;9.900000;919;small
179;2762;9.900000;1179;small
180;4671;9.900000;1016;small
181;3360;9.900000;1426;small
182;5320;9.900000;878;small
183;1585;9.900000;1314;small
184;2185;9.900000;1514;small
185;5176;9.900000;1376;small
186;3581;9.900000;1599;small
187;3180;9.900000;409;small
188;5367;9.900000;782;small
189;3857;9.900000;1513;small
190;1549;9.900000;1528;small
191;1540;9.900000;1572;small
192;2165;9.900000;1533;small
193;1945;9.900000;1111;small
194;3301;9.900000;701;small
195;222;9.900000;393;small
196;3322;9.900000;220;small
197;2401;9.900000;874;small
198;1636;9.900000;1824;small
199;5226;9.900000;989;small
200;3701;9.900000;1078;small
201;2119;9.900000;1663;small
202;3164;9.900000;1449;small
203;2670;9.900000;896;small
204;1482;9.900000;1543;small
205;3974;9.900000;871;small
206;3260;9.900000;1318;small
207;1635;9.900000;1395;small
208;1667;9.900000;1648;small
209;2508;9.900000;1078;small
210;3694;9.900000;1174;small
211;3239;9.900000;1529;small
212;3839;9.900000;2035;small
213;2661;9.900000;1566;small
214;3049;9.900000;416;small
215;1213;9.900000;2046;small
216;2629;9.900000;314;small
217;2915;9.900000;1632;small
218;148;9.900000;628;small
219;3027;9.900000;1498;small
220;2097;9.900000;905;small
221;997;9.900000;1921;small
222;5250;9.900000;1703;small
223;2472;9.900000;1126;small
224;2913;9.900000;1090;small
225;4725;9.900000;972;small
226;5180;9.900000;1054;small
227;4808;9.900000;1725;small
228;3327;9.900000;437;small
229;1814;9.900000;1154;small
230;4964;9.900000;1305;small
231;4373;9.900000;1848;small
232;4804;9.900000;930;small
233;3612;9.900000;160;small
234;3344;9.900000;1336;small
235;2873;9.900000;1706;small
236;3518;9.900000;1707;small
237;3010;9.900000;1397;small
238;1658;9.900000;1649;small
239;3457;9.900000;487;small
240;2616;9.900000;1616;small
241;1572;9.900000;1259;small
242;1222;9.900000;1556;small
243;5403;9.900000;1603;small
244;3341;9.900000;268;small
245;5490;9.900000;565;small
246;1986;9.900000;1999;small
247;2452;9.900000;328;small
248;1745;9.900000;1642;small
249;2705;9.900000;1589;small
250;2770;9.900000;1450;small
251;5318;9.900000;245;small
252;2469;9.900000;1080;small
253;2182;9.900000;431;small
254;2779;9.900000;1616;small
255;2913;9.900000;1175;small
256;1604;9.900000;1682;small
257;2315;9.900000;1803;small
258;4079;9.900000;1503;small
259;1656;9.900000;948;small
260;3091;9.900000;668;small
261;1629;9.900000;1026;small
262;1960;9.900000;1566;small
263;4370;9.900000;1406;small
264;3987;9.900000;285;small
265;2587;9.900000;1832;small
266;5049;9.900000;1262;small
267;2859;9.900000;1554;small
268;2845;9.900000;346;small
269;1375;9.900000;1617;small
270;3277;9.900000;174;small
271;3454;9.900000;291;small
272;4346;9.900000;1696;small
273;5334;9.900000;833;small
274;3054;9.900000;962;small
275;2607;9.900000;1494;small
276;1012;9.900000;1936;small
277;3399;9.900000;1790;small
278;1829;9.900000;1923;small
279;5497;9.900000;485;small
280;2683;9.900000;948;small
281;3720;9.900000;1138;small
282;5036;9.900000;1856;small
283;2481;9.900000;780;small
284;3372;9.900000;1903;small
